Date,Frag.ID,Mass.g,Temp.C,Days,TimePoint
5/18/17,2730,1.549,26.295,35,Time2
5/18/17,417,3.486,26.267,35,Time2
5/18/17,N42,3.516,25.839,35,Time2
5/18/17,766,5.063,25.809,35,Time2
5/18/17,N102,3.485,25.794,35,Time2
5/18/17,657,5.366,25.404,35,Time2
5/18/17,N132,5.621,25.38,35,Time2
5/18/17,N96,3.479,25.37,35,Time2
5/18/17,N98,7.453,25.082,35,Time2
5/18/17,471,4.591,25.06,35,Time2
5/18/17,797,3.204,25.041,35,Time2
5/18/17,N131,9.068,24.982,35,Time2
5/18/17,3149,1.511,24.689,35,Time2
5/18/17,982,6.454,24.682,35,Time2
5/18/17,955,10.822,24.684,35,Time2
5/18/17,1240,17.388,24.582,35,Time2
5/18/17,1736,17.206,24.597,35,Time2
5/18/17,N127,2.522,27.226,35,Time2
5/18/17,1037,4.724,27.211,35,Time2
5/18/17,579,10.722,27.121,35,Time2
5/18/17,1226,1.95,27.115,35,Time2
5/18/17,403,5.65,26.936,35,Time2
5/18/17,N158,4.822,26.727,35,Time2
5/18/17,697,10.017,26.158,35,Time2
